Shipment_ID,Origin,Destination,Distance_Miles,Weight_Lbs,Transport_Mode,Carrier,Lead_Time_Days,Fuel_Surcharge_Rate,Is_Urgent,Actual_Price_USD
SHP100869,Chicago,Atlanta,1944.0,4136.0,Truckload,DHL Express,8,0.17,0,4594.15
SHP100870,New York,Los Angeles,2457.0,14986.0,Air Freight,DHL Express,11,0.2,0,10714.27
SHP100871,Chicago,Houston,1907.0,715.0,LTL,UPS,5,0.44,0,3017.04
SHP100872,Houston,Los Angeles,2286.0,7896.0,Air Freight,DHL Express,7,0.42,0,9120.47
SHP100873,Houston,New York,2037.0,6661.0,LTL,USPS,8,0.35,1,4041.9
SHP100874,Atlanta,Miami,1713.0,,Truckload,USPS,9,0.29,1,5339.38
SHP100875,New York,Atlanta,-999.0,14655.0,Air Freight,UPS,3,0.35,0,9770.55
SHP100876,Miami,Los Angeles,1984.0,1129.0,Truckload,DHL Express,3,0.34,0,4388.01
SHP100877,Atlanta,Miami,1525.0,8469.0,LTL,DHL Express,4,0.32,0,3004.51
SHP100878,New York,Los Angeles,-999.0,8390.0,Truckload,UPS,5,0.17,0,6429.18
SHP100879,Atlanta,Miami,1552.0,1119.0,Truckload,FedEx,10,0.34,0,3408.73
SHP100880,Miami,Chicago,1558.0,5313.0,Air Freight,DHL Express,1,0.38,0,6382.12
SHP100881,Los Angeles,Houston,2423.0,8001.0,LTL,FedEx,7,0.45,0,4498.73
SHP100882,Los Angeles,New York,2537.0,12969.0,LTL,DHL Express,9,0.15,0,4850.63
SHP100883,Los Angeles,Atlanta,2378.0,1413.0,Truckload,DHL Express,8,0.37,0,5192.76
SHP100884,Los Angeles,New York,2403.0,4558.0,LTL,DHL Express,5,0.32,0,4035.41
SHP100885,Chicago,Atlanta,1753.0,1805.0,Truckload,DHL Express,4,0.28,0,4018.86
SHP100886,Los Angeles,New York,2539.0,569.0,Truckload,USPS,12,0.19,0,5404.33
SHP100887,Miami,Atlanta,1538.0,5513.0,Air Freight,FedEx,7,0.27,0,6278.11
SHP100888,Houston,Miami,1635.0,14772.0,Truckload,FedEx,5,0.26,0,5174.55
SHP100889,Houston,Miami,1496.0,11786.0,Truckload,DHL Express,7,0.24,1,5151.05
SHP100890,Chicago,New York,1853.0,10564.0,LTL,DHL Express,12,0.37,0,3707.0
SHP100891,Los Angeles,Atlanta,2299.0,14738.0,LTL,FedEx,1,0.36,0,4762.3
SHP100892,Los Angeles,Miami,2166.0,7283.0,LTL,USPS,1,0.33,0,3906.07
SHP100893,Los Angeles,Chicago,2269.0,1152.0,LTL,UPS,10,0.43,1,3976.1
SHP100894,Atlanta,Houston,1784.0,647.0,Truckload,UPS,13,0.25,0,3871.42
SHP100895,New York,Los Angeles,2345.0,13997.0,Truckload,FedEx,3,0.22,0,6591.1
SHP100896,Atlanta,Chicago,1956.0,3323.0,Truckload,DHL Express,11,0.35,1,5021.87
SHP100897,New York,Houston,2067.0,12291.0,Air Freight,DHL Express,2,0.21,1,9882.48
SHP100898,Los Angeles,Chicago,2419.0,5831.0,Air Freight,USPS,2,0.24,1,9957.44
SHP100899,Los Angeles,Chicago,2238.0,10847.0,Air Freight,UPS,7,0.22,1,10148.13
SHP100900,Atlanta,Houston,1880.0,6306.0,Truckload,USPS,12,0.17,1,5147.85
SHP100901,Atlanta,New York,2094.0,,Truckload,UPS,10,0.4,0,5292.37
SHP100902,New York,Houston,1863.0,10430.0,LTL,FedEx,2,0.23,0,3753.2
SHP100903,Houston,Miami,1568.0,14262.0,LTL,UPS,11,0.29,0,3539.25
SHP100904,New York,Miami,-999.0,13067.0,LTL,USPS,4,0.16,0,3791.77
SHP100905,Atlanta,Chicago,1762.0,8830.0,Air Freight,USPS,2,0.36,0,7641.94
SHP100906,Miami,Houston,1642.0,,Air Freight,USPS,6,0.25,0,6688.0
SHP100907,Atlanta,Houston,1750.0,,LTL,FedEx,8,0.37,0,3672.42
SHP100908,Miami,Atlanta,1634.0,9649.0,LTL,UPS,10,0.27,0,3310.35
SHP100909,Chicago,Houston,1752.0,14207.0,Air Freight,UPS,4,0.21,0,8434.55
SHP100910,Atlanta,New York,1906.0,8052.0,LTL,USPS,5,0.3,0,3640.41
SHP100911,Chicago,Houston,1964.0,4896.0,LTL,UPS,4,0.19,0,3450.99
SHP100912,Houston,New York,2058.0,12964.0,Air Freight,DHL Express,3,0.28,0,9299.25
SHP100913,New York,Miami,1795.0,11632.0,LTL,DHL Express,5,0.25,0,3790.2
SHP100914,Miami,New York,1751.0,11682.0,LTL,DHL Express,9,0.42,0,3658.77
SHP100915,New York,Atlanta,1942.0,9871.0,Truckload,UPS,8,0.17,0,5278.61
SHP100916,Chicago,New York,1869.0,9236.0,Air Freight,FedEx,8,0.36,0,7961.75
SHP100917,Miami,Chicago,1647.0,13921.0,Truckload,FedEx,8,0.2,0,5222.92
SHP100918,New York,Miami,1628.0,4848.0,LTL,FedEx,12,0.25,0,2977.7
SHP100919,Atlanta,Houston,1910.0,6655.0,LTL,FedEx,8,0.27,0,3466.43
SHP100920,Los Angeles,Houston,2312.0,10301.0,LTL,DHL Express,7,0.42,1,4742.88
SHP100921,Chicago,Atlanta,1913.0,13517.0,Truckload,DHL Express,8,0.22,0,5674.06
SHP100922,New York,Chicago,1926.0,12814.0,Truckload,USPS,11,0.18,0,5521.73
SHP100923,Chicago,New York,2059.0,,LTL,UPS,8,0.25,0,3358.88
SHP100924,Chicago,Atlanta,1880.0,450.0,Air Freight,UPS,13,0.18,0,6381.93
SHP100925,Miami,Houston,1679.0,2905.0,LTL,FedEx,8,0.19,0,2818.48
SHP100926,Miami,Chicago,1727.0,10466.0,LTL,DHL Express,12,0.32,0,3503.66
SHP100927,Los Angeles,Houston,2242.0,3462.0,LTL,FedEx,10,0.17,0,3624.32
SHP100928,Atlanta,Miami,1720.0,106.0,LTL,USPS,7,0.16,0,2572.18
SHP100929,Chicago,Miami,1721.0,8072.0,Truckload,UPS,12,0.36,0,4635.12
SHP100930,New York,Atlanta,1867.0,,Truckload,UPS,1,0.26,0,4322.13
SHP100931,Houston,Miami,1562.0,4593.0,LTL,FedEx,4,0.19,0,2790.18
SHP100932,Chicago,New York,2010.0,4348.0,Truckload,USPS,13,0.23,1,5305.32
SHP100933,Chicago,New York,2009.0,3818.0,LTL,UPS,13,0.34,0,3339.81
SHP100934,Los Angeles,Atlanta,2398.0,5802.0,Truckload,USPS,4,0.23,0,5716.7
SHP100935,Atlanta,Houston,1911.0,4883.0,Air Freight,USPS,5,0.3,0,7359.47
SHP100936,Houston,Atlanta,1746.0,12539.0,LTL,FedEx,10,0.19,0,3669.1
SHP100937,Miami,Los Angeles,1988.0,1403.0,Truckload,DHL Express,6,0.33,0,4487.82
SHP100938,Miami,Atlanta,1708.0,10652.0,LTL,FedEx,4,0.24,0,3471.89
SHP100939,New York,Atlanta,1919.0,5037.0,LTL,DHL Express,2,0.34,1,3805.07
SHP100940,Houston,New York,2076.0,6647.0,LTL,USPS,6,0.39,0,3828.47
SHP100941,Miami,New York,1729.0,14741.0,Truckload,DHL Express,8,0.33,1,5895.5
SHP100942,New York,Chicago,1950.0,4361.0,Truckload,USPS,8,0.24,0,4724.37
SHP100943,Atlanta,Miami,1523.0,10844.0,LTL,UPS,7,0.23,1,3539.33
SHP100944,New York,Atlanta,1933.0,,Air Freight,UPS,6,0.25,0,7113.84
SHP100945,Miami,New York,1762.0,72.0,Truckload,UPS,2,0.2,0,3884.05
SHP100946,Los Angeles,Miami,2165.0,10444.0,Air Freight,FedEx,7,0.2,0,9124.35
SHP100947,Los Angeles,Chicago,2283.0,1259.0,Truckload,FedEx,11,0.39,0,5017.0
SHP100948,Los Angeles,Houston,2411.0,10538.0,Truckload,USPS,12,0.27,1,6633.24
SHP100949,Miami,Atlanta,1577.0,8990.0,LTL,UPS,5,0.28,0,3157.97
SHP100950,Los Angeles,Miami,2054.0,854.0,LTL,FedEx,6,0.33,0,3204.45
SHP100951,Houston,Los Angeles,2220.0,8375.0,Air Freight,UPS,10,0.33,0,8876.98
SHP100952,Atlanta,Miami,1580.0,4466.0,LTL,FedEx,8,0.17,0,2797.78
SHP100953,New York,Chicago,1993.0,10679.0,Air Freight,DHL Express,8,0.4,0,8636.32
SHP100954,New York,Chicago,2067.0,8675.0,Truckload,DHL Express,3,0.2,0,5375.5
SHP100955,Miami,Los Angeles,2158.0,5191.0,LTL,UPS,12,0.37,0,3660.73
SHP100956,Los Angeles,Atlanta,2431.0,5018.0,LTL,USPS,12,0.38,1,4410.19
SHP100957,Los Angeles,New York,2456.0,3721.0,LTL,FedEx,7,0.36,0,4096.35
SHP100958,Chicago,Atlanta,1842.0,11978.0,Air Freight,FedEx,1,0.32,0,8414.16
SHP100959,Atlanta,Miami,1569.0,7342.0,LTL,DHL Express,1,0.15,0,3014.24
SHP100960,Houston,New York,1856.0,7051.0,LTL,DHL Express,7,0.26,0,3401.73
SHP100961,New York,Houston,-999.0,12281.0,LTL,USPS,10,0.33,0,3867.98
SHP100962,Chicago,Houston,1956.0,2148.0,LTL,USPS,9,0.27,0,3187.57
SHP100963,Chicago,Los Angeles,2459.0,14561.0,LTL,USPS,7,0.41,0,4790.42
SHP100964,Miami,Chicago,1505.0,11159.0,LTL,UPS,10,0.24,0,3268.94
SHP100965,New York,Los Angeles,2497.0,8494.0,Air Freight,DHL Express,5,0.24,1,10675.61
SHP100966,Miami,Atlanta,1501.0,5111.0,LTL,UPS,8,0.23,0,2694.07
SHP100967,Houston,Chicago,1764.0,13076.0,LTL,DHL Express,2,0.25,0,3750.13
SHP100968,Chicago,Houston,1970.0,,LTL,DHL Express,9,0.32,1,4104.92
SHP100969,Chicago,Los Angeles,2230.0,3314.0,LTL,FedEx,6,0.36,1,4006.6
SHP100970,Atlanta,Houston,1907.0,5485.0,Air Freight,DHL Express,13,0.35,0,7399.77
SHP100971,Houston,Atlanta,1900.0,8543.0,Truckload,DHL Express,9,0.39,0,4982.42
SHP100972,Chicago,Miami,1717.0,6741.0,LTL,UPS,2,0.42,0,3202.62
SHP100973,Houston,Atlanta,1969.0,10219.0,Truckload,DHL Express,3,0.39,1,5999.06
SHP100974,New York,Los Angeles,2346.0,2813.0,LTL,UPS,12,0.16,1,4056.97
SHP100975,Los Angeles,New York,2361.0,4055.0,LTL,USPS,8,0.37,0,3987.8
SHP100976,Chicago,Atlanta,1770.0,14653.0,Air Freight,DHL Express,1,0.21,0,8652.62
SHP100977,Atlanta,New York,1983.0,3291.0,Truckload,DHL Express,10,0.19,0,4505.86
SHP100978,New York,Miami,1825.0,3107.0,Air Freight,UPS,7,0.34,0,6799.77
SHP100979,Houston,Chicago,1756.0,600.0,LTL,USPS,7,0.25,0,2753.9
SHP100980,Miami,Atlanta,1637.0,5624.0,Truckload,FedEx,13,0.17,0,4099.1
SHP100981,New York,Miami,1762.0,5461.0,LTL,USPS,1,0.19,1,3535.8
SHP100982,Chicago,Los Angeles,2275.0,1637.0,LTL,UPS,9,0.15,0,3586.07
SHP100983,Houston,Chicago,1866.0,10064.0,Air Freight,USPS,8,0.42,0,8182.45
SHP100984,Los Angeles,New York,2421.0,5970.0,LTL,UPS,4,0.16,0,4203.07
SHP100985,New York,Houston,2030.0,5310.0,Air Freight,UPS,10,0.21,0,7741.03
SHP100986,Chicago,Los Angeles,2270.0,11459.0,Truckload,FedEx,11,0.27,0,6038.2
SHP100987,Atlanta,New York,-999.0,11738.0,LTL,DHL Express,5,0.26,0,4016.48
SHP100988,Miami,New York,1612.0,4459.0,Truckload,UPS,2,0.42,0,4217.81
SHP100989,Houston,Chicago,1941.0,12521.0,Truckload,UPS,13,0.16,1,6028.98
SHP100990,New York,Los Angeles,2527.0,5833.0,LTL,FedEx,9,0.3,0,4402.41
SHP100991,New York,Chicago,1952.0,762.0,Air Freight,UPS,12,0.35,0,6775.79
SHP100992,Los Angeles,Atlanta,2434.0,10417.0,Truckload,DHL Express,12,0.43,0,6365.01
SHP100993,Los Angeles,Houston,2264.0,5456.0,LTL,FedEx,6,0.34,0,3920.84
SHP100994,Atlanta,Chicago,1730.0,8040.0,Truckload,DHL Express,3,0.39,0,4708.93
SHP100995,Miami,Houston,1590.0,7470.0,Air Freight,DHL Express,12,0.18,0,6585.82
SHP100996,Atlanta,Chicago,1927.0,12314.0,LTL,FedEx,7,0.27,0,3949.08
SHP100997,Chicago,New York,1894.0,12091.0,Air Freight,UPS,9,0.26,0,8569.76
SHP100998,Chicago,Houston,1955.0,6893.0,LTL,DHL Express,3,0.42,0,3578.21
SHP100999,Atlanta,Miami,1664.0,2483.0,Truckload,DHL Express,2,0.2,0,3926.55
